,component,componentType,stage,testType,date,runNumber,passed,problems,result1_key,result1_value
134,20UPBBC0000135,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
135,20UPBBC0000136,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
136,20UPBBC0000137,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
137,20UPBBC0000138,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
138,20UPBBC0000139,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
139,20UPBBC0000140,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
140,20UPBBC0000141,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
141,20UPBBC0000142,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
142,20UPBBC0000143,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
143,20UPBBC0000144,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
144,20UPBBC0000145,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
145,20UPBBC0000146,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
146,20UPBBC0000147,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
147,20UPBBC0000148,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
148,20UPBBC0000149,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
149,20UPBBC0000150,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
150,20UPBBC0000151,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
151,20UPBBC0000152,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
152,20UPBBC0000153,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
153,20UPBBC0000154,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
154,20UPBBC0000155,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
155,20UPBBC0000156,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
156,20UPBBC0000157,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
157,20UPBBC0000158,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
158,20UPBBC0000159,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
159,20UPBBC0000160,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
160,20UPBBC0000161,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
161,20UPBBC0000162,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
162,20UPBBC0000163,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
163,20UPBBC0000164,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
164,20UPBBC0000165,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
165,20UPBBC0000166,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
166,20UPBBC0000167,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
167,20UPBBC0000168,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
168,20UPBBC0000169,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
169,20UPBBC0000170,OB_BARE_MODULE_CELL,QC,Visual_Inspection,03/05/2023,1.0,True,false,Pass/No_Pass,True
170,20UPBBC0000171,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
171,20UPBBC0000172,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
172,20UPBBC0000173,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
173,20UPBBC0000174,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
174,20UPBBC0000175,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
175,20UPBBC0000176,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
176,20UPBBC0000177,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
177,20UPBBC0000178,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
178,20UPBBC0000179,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
179,20UPBBC0000180,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
180,20UPBBC0000181,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
181,20UPBBC0000182,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
182,20UPBBC0000183,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
183,20UPBBC0000184,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
184,20UPBBC0000185,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
185,20UPBBC0000186,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
186,20UPBBC0000187,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
187,20UPBBC0000188,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
188,20UPBBC0000189,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
189,20UPBBC0000190,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
190,20UPBBC0000191,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
191,20UPBBC0000192,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
192,20UPBBC0000193,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
193,20UPBBC0000194,OB_BARE_MODULE_CELL,QC,Visual_Inspection,21/06/2023,1.0,True,false,Pass/No_Pass,True
