,serialNumber,stage
498,20UPBBB0002904,QC_BEFORE_NI_COATING
499,20UPBBB0002905,QC_BEFORE_NI_COATING
500,20UPBBB0002906,QC_BEFORE_NI_COATING
501,20UPBBB0002907,QC_BEFORE_NI_COATING
502,20UPBBB0002908,QC_BEFORE_NI_COATING
503,20UPBBB0002909,QC_BEFORE_NI_COATING
504,20UPBBB0002910,QC_BEFORE_NI_COATING
505,20UPBBB0002911,QC_BEFORE_NI_COATING
506,20UPBBB0002912,QC_BEFORE_NI_COATING
507,20UPBBB0002913,QC_BEFORE_NI_COATING
508,20UPBBB0002914,QC_BEFORE_NI_COATING
509,20UPBBB0002915,QC_BEFORE_NI_COATING
510,20UPBBB0002916,QC_BEFORE_NI_COATING
511,20UPBBB0002917,QC_BEFORE_NI_COATING
512,20UPBBB0002918,QC_BEFORE_NI_COATING
513,20UPBBB0002919,QC_BEFORE_NI_COATING
514,20UPBBB0002920,QC_BEFORE_NI_COATING
515,20UPBBB0002921,QC_BEFORE_NI_COATING
